SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,,,,,,
VIDARBHA,1955,1368.7,15.8,14.2,1169.5,169.3,,,,,,
VIDARBHA,1956,1124.6,3.2,54.1,980.6,86.7,,,,,,
VIDARBHA,1957,1070.9,11,91.5,939.8,28.5,,,,,,
VIDARBHA,1958,1172.2,7.8,41.3,1018.5,104.6,,,,,,
VIDARBHA,1959,1606.3,14.8,18.4,1493.1,80,,,,,,
VIDARBHA,1960,1065,38.8,55.9,888.4,81.9,,,,,,
VIDARBHA,1961,1440.8,6.7,31.2,1253.1,149.7,,,,,,
VIDARBHA,1962,1152.6,10.2,73.1,966,103.3,,,,,,
VIDARBHA,1963,1147.8,10.9,47.2,1008,81.8,,,,,,
VIDARBHA,1964,1010.7,2,4.8,960.2,43.7,,,,,,
VIDARBHA,1965,743.6,23.6,21.9,696.2,1.9,,,,,,
VIDARBHA,1966,1002.9,17.2,49.1,870.1,66.4,,,,,,
VIDARBHA,1967,1128.4,0.5,59,937.9,130.9,,,,,,
VIDARBHA,1968,922.9,38.5,52.7,799.7,32,,,,,,
VIDARBHA,1969,992.9,1.5,14.3,951.1,26.1,,,,,,
VIDARBHA,1970,1240.6,17,40,1174.1,9.6,,,,,,
VIDARBHA,1971,882.4,16.5,60.3,696.6,108.9,,,,,,
VIDARBHA,1972,740.8,1.1,7.1,679,53.5,,,,,,
VIDARBHA,1973,1162.4,6.7,4,986.4,165.3,,,,,,
VIDARBHA,1974,840.8,4.8,14.3,653.7,168,,,,,,
VIDARBHA,1975,1324.1,26,14.5,1190.6,93,,,,,,
VIDARBHA,1976,974.6,2.2,20.7,912.1,39.6,,,,,,
VIDARBHA,1977,1068,2.1,27.6,926.1,112.2,,,,,,
VIDARBHA,1978,1249.4,37.7,30.5,1103.4,77.7,,,,,,
VIDARBHA,1979,1087.2,90.1,15,930.2,51.8,,,,,,
VIDARBHA,1980,1042.6,18.6,4.3,993.1,26.6,,,,,,
VIDARBHA,1981,1218.6,21.2,41.6,1122.7,33.2,,,,,,
VIDARBHA,1982,856.1,56.3,26.5,708,65.3,,,,,,
VIDARBHA,1983,1240.4,8.9,10.1,1150.7,70.6,,,,,,
VIDARBHA,1984,810.6,45.5,3.9,683.9,77.2,,,,,,
VIDARBHA,1985,876.9,23.7,18,712.3,123,,,,,,
VIDARBHA,1986,1157,52.2,17.1,1029.6,58.2,,,,,,
VIDARBHA,1987,822.6,30.4,18.1,643,131.1,,,,,,
VIDARBHA,1988,1308.7,8.6,20.6,1188.5,91.1,,,,,,
VIDARBHA,1989,997.7,0,25.6,925.1,46.9,,,,,,
VIDARBHA,1990,1505,10.4,83.9,1258.4,152.4,,,,,,
VIDARBHA,1991,838.7,8,12.2,795.3,23.2,,,,,,
VIDARBHA,1992,1148.6,0.6,9,1090.8,48.2,,,,,,
VIDARBHA,1993,1023,4.1,25.7,904.7,88.5,,,,,,
VIDARBHA,1994,1427.1,19.8,11.9,1305.5,90,,,,,,
VIDARBHA,1995,1077.5,55.4,62.1,859.1,100.9,,,,,,
VIDARBHA,1996,855,5.9,13.6,741.4,94.1,,,,,,
VIDARBHA,1997,1039.3,16.3,29.3,767.9,225.7,,,,,,
VIDARBHA,1998,1061.7,27.4,35.1,883.1,116.1,,,,,,
VIDARBHA,1999,1165.1,21.1,33.5,1004.9,105.5,,,,,,
VIDARBHA,2000,1105.2,16.4,29,1048.2,11.5,,,,,,
VIDARBHA,2001,1122.1,9,41.4,937.8,134,,,,,,
VIDARBHA,2002,925.8,6.3,12.1,870.3,37.1,,,,,,
VIDARBHA,2003,1018.6,4.4,9.3,960.1,44.7,,,,,,
VIDARBHA,2004,731.9,15.8,16.3,665,34.8,,,,,,
VIDARBHA,2005,1214.6,81.8,11.7,1033.7,87.4,,,,,,
VIDARBHA,2006,1215.6,0,87.7,1073,54.8,,,,,,
VIDARBHA,2007,1167,1.4,5.8,1130,29.8,,,,,,
VIDARBHA,2008,866.6,2.1,24.9,814.2,25.4,,,,,,
VIDARBHA,2009,770.8,0.1,9.2,654.6,106.9,,,,,,
VIDARBHA,2010,1338.1,15.9,9.6,1221.2,91.3,,,,,,
VIDARBHA,2011,893.2,1.2,8.4,878.8,4.7,,,,,,
VIDARBHA,2012,1107.7,3.2,0.8,1061.5,42.2,,,,,,
VIDARBHA,2013,1520,19.6,7,1360,133.5,,,,,,
VIDARBHA,2014,919.1,19.5,56.3,817.5,25.8,,,,,,
